N,Word,Color,Congruency,Response,Accuracy,RT,Orientation,Accuracy2,RT2,P,Congruence,Type,Excluded
312,2,1,0,122,1,0.69865753679187004,1,1,0.409122847107938,1,Incongruent,GO,0
313,5,3,2,110,1,0.61315033677965403,1,1,0.39448919999995302,1,Neutral,GO,0
314,3,4,0,109,1,0.87294989998918004,1,1,0.69389779999619405,1,Incongruent,GO,0
315,5,2,2,120,1,0.60213419998763085,1,1,0.530675199988764,1,Neutral,GO,0
316,2,4,0,109,1,0.79890023678308386,1,1,0.48208319998229893,1,Incongruent,GO,0
317,5,1,2,122,1,0.69556293677305803,1,1,0.59180330001981885,1,Neutral,GO,0
318,2,2,1,120,1,0.673752600006992,2,1,0,1,Congruent,NO-GO,0
319,5,3,2,110,1,0.65337779998662904,1,1,0.49961554710171202,1,Neutral,GO,0
320,1,4,0,109,1,0.69955099999788195,1,1,0.44726900002569903,1,Incongruent,GO,0
321,3,2,0,120,1,0.683545599982608,1,1,0.546264836768387,1,Incongruent,GO,0
322,5,1,2,122,1,0.80793903677840695,1,1,0.40193390002241403,1,Neutral,GO,0
323,2,2,1,120,1,0.87991263679578002,1,1,0.46353057355736388,1,Congruent,GO,0
324,5,1,2,122,1,0.93101900001056503,1,1,0.40349576779408403,1,Neutral,GO,0
325,4,4,1,109,1,0.56566169997677185,1,1,0.41558236780110702,1,Congruent,GO,1
326,2,3,0,110,1,1.08680739998817,1,1,0.41623390000313493,1,Incongruent,GO,0
327,1,4,0,109,1,0.68906470001093101,1,1,0.40295789999072401,1,Incongruent,GO,0
328,5,2,2,120,1,0.77719590000924688,1,1,0.33952913674875201,1,Neutral,GO,0
329,1,1,1,122,1,0.45227803676971201,2,1,0,1,Congruent,NO-GO,0
330,5,3,2,110,1,0.45807123676058792,2,1,0,1,Neutral,NO-GO,0
331,4,1,0,122,1,0.77683970000362002,2,1,0,1,Incongruent,NO-GO,0
332,5,3,2,110,1,0.53739463677629795,2,1,0,1,Neutral,NO-GO,0
333,1,2,0,120,1,0.712654200004181,2,1,0,1,Incongruent,NO-GO,0
334,4,4,1,109,1,0.52737590001197487,1,1,0.34918413677951288,1,Congruent,GO,0
335,5,3,2,110,1,0.549502999987453,2,1,0,1,Neutral,NO-GO,0
336,2,2,1,120,1,0.50172749999910604,1,1,0.39572169998427892,1,Congruent,GO,0
337,3,1,0,122,1,0.65610629998263903,2,1,0,1,Incongruent,NO-GO,0
338,2,2,1,120,1,0.58742353678098902,1,1,0.45882980001624701,1,Congruent,GO,0
339,3,3,1,110,1,1.1089281367894701,2,1,0,1,Congruent,NO-GO,0
340,5,4,2,109,1,0.75459860000410095,2,1,0,1,Neutral,NO-GO,0
341,4,1,0,122,1,0.94658813677960996,2,1,0,1,Incongruent,NO-GO,0
342,3,3,1,110,1,0.74910479999380186,2,1,0,1,Congruent,NO-GO,0
343,1,1,1,122,1,0.804908899997827,1,1,0.52711873676162202,1,Congruent,GO,0
344,4,4,1,109,1,0.48284863677690693,1,1,0.41087503675953502,1,Congruent,GO,0
345,5,3,2,110,1,0.60019579998333905,1,1,0.38470500000403302,1,Neutral,GO,0
346,3,2,0,120,1,0.83808109999517888,1,1,0.40681343679898402,1,Incongruent,GO,0
347,4,4,1,109,1,0.48871109998435702,1,1,0.38058160000946401,1,Congruent,GO,0
348,2,1,0,122,1,0.63177740000537586,1,1,0.316692573571345,1,Incongruent,GO,0
349,5,3,2,110,1,0.55751759998383887,1,1,0.35755884711397801,1,Neutral,GO,0
350,3,4,0,109,1,0.72552923677722003,1,1,0.42013953678542793,1,Incongruent,GO,0
351,5,2,2,120,1,0.615602236794075,1,1,0.33222049998585101,1,Neutral,GO,0
352,2,4,0,109,1,0.62999733677133885,1,1,0.39308370000799192,1,Incongruent,GO,0
353,5,1,2,122,1,0.73939973677625004,1,1,0.38176399999065302,1,Neutral,GO,0
354,2,2,1,120,1,0.67104393677436802,2,1,0,1,Congruent,NO-GO,0
355,5,3,2,110,1,0.88622060001944203,1,1,0.35699744711746501,1,Neutral,GO,0
356,1,4,0,109,1,0.56489423676976003,1,1,0.40281939998385502,1,Incongruent,GO,0
357,3,2,0,120,1,0.76032339999801501,1,1,0.34319706779206188,1,Incongruent,GO,0
358,5,1,2,122,1,0.69234343676362187,1,1,0.38072210000245787,1,Neutral,GO,0
359,2,2,1,120,1,0.75704649998806395,1,1,0.32192129999748392,1,Congruent,GO,0
360,5,1,2,110,0,0.66050100000575185,1,1,0.46875473679392587,1,Neutral,GO,0
1,2,2,1,120,1,0.93331299999999795,2,1,0.67102150000027905,2,Congruent,GO,1
2,1,1,1,122,1,0.95750743677672301,2,1,0.54764029999978503,2,Congruent,GO,0
3,2,2,1,120,1,0.87363763677694795,1,1,0,2,Congruent,NO-GO,0
4,4,3,0,110,1,1.0702301999999699,2,1,0.67136999999957003,2,Incongruent,GO,0
5,5,1,2,122,1,0.98253339999973799,2,1,0.45418430000017901,2,Neutral,GO,0
6,4,4,1,109,1,0.74028493677678886,1,1,0,2,Congruent,NO-GO,0
7,3,3,1,110,1,0.82829399999991404,1,1,0,2,Congruent,NO-GO,0
8,1,2,0,120,1,0.91640419999976075,2,1,0.52517959999977404,2,Incongruent,GO,0
9,4,4,1,109,1,0.84537399999999285,2,1,0.57645363677693195,2,Congruent,GO,0
10,3,1,0,122,1,1.0882243999999399,2,1,0.60110567355332001,2,Incongruent,GO,0
11,5,4,2,109,1,0.87785223677656188,1,1,0,2,Neutral,NO-GO,0
12,1,1,1,122,1,0.909266499999831,2,1,0.51038399999970385,2,Congruent,GO,0
13,5,4,2,109,1,0.78407400000014604,2,1,0.51267463677686487,2,Neutral,GO,0
14,2,1,0,122,1,1.26721670000006,1,1,0,2,Incongruent,NO-GO,0
15,5,3,2,110,1,0.83795463677688486,2,1,0.71127283677697095,2,Neutral,GO,0
16,4,4,1,109,1,0.88027199999987704,1,1,0,2,Congruent,NO-GO,0
17,5,2,2,120,1,0.88718503677682803,1,1,0,2,Neutral,NO-GO,0
18,2,3,0,110,1,0.83960429999979203,2,1,0.57527679999975601,2,Incongruent,GO,0
19,5,4,2,109,1,0.79669003677690886,2,1,1.2111112735528899,2,Neutral,GO,0
20,1,2,0,122,0,0.79798099999970895,2,1,0.53913560000000904,2,Incongruent,GO,0
21,4,3,0,110,1,1.37781029999996,2,1,0.52376323677663095,2,Incongruent,GO,0
22,2,2,1,120,1,0.81183240000018486,2,1,0.412072136776715,2,Congruent,GO,0
23,3,1,0,122,1,1.25676160000012,1,0,0.54233273677664295,2,Incongruent,False Alarm,0
24,1,2,0,122,0,1.27598470000021,2,1,0.63790229999995085,2,Incongruent,GO,0
25,5,4,2,109,1,0.91144389999999476,1,1,0,2,Neutral,NO-GO,0
26,4,1,0,122,1,1.10308480000003,2,1,0.55254293677671695,2,Incongruent,GO,0
27,5,3,2,110,1,0.91719499999999199,1,1,0,2,Neutral,NO-GO,0
28,3,4,0,109,1,0.95760160000008876,1,1,0,2,Incongruent,NO-GO,0
29,5,2,2,120,1,0.92138860000022804,1,1,0,2,Neutral,NO-GO,0
30,4,3,0,109,0,1.2794190367772,1,1,0,2,Incongruent,NO-GO,0
31,5,2,2,120,1,0.89763459999994688,1,1,0,2,Neutral,NO-GO,0
32,3,3,1,110,1,1.18303093677696,2,1,0.70233299999972587,2,Congruent,GO,0
33,5,4,2,109,1,0.98763089999965803,1,1,0,2,Neutral,NO-GO,0
34,1,1,1,122,1,1.0342493000002799,2,1,0.74975119999999185,2,Congruent,GO,0
35,5,3,2,110,1,0.93981650000023398,1,1,0,2,Neutral,NO-GO,0
36,1,1,1,122,1,1.0788301000002301,2,1,0.63946023677681285,2,Congruent,GO,0
37,2,2,1,120,1,1.0354207000000299,2,1,0.51072549999980787,2,Congruent,GO,1
38,1,1,1,122,1,1.0557319367767399,2,1,0.39687159999993987,2,Congruent,GO,0
39,2,2,1,120,1,1.02426429999969,1,1,0,2,Congruent,NO-GO,0
40,4,3,0,110,1,0.81874399999969705,2,1,0.50552456776631505,2,Incongruent,GO,0
41,5,1,2,122,1,0.975005636777041,2,1,0.66316163677720386,2,Neutral,GO,0
42,4,4,1,109,1,0.71491749999995602,1,1,0,2,Congruent,NO-GO,0
43,3,3,1,110,1,0.84764193677710886,1,1,0,2,Congruent,NO-GO,0
44,1,2,0,120,1,0.96529499999996904,2,1,0.49131249999982202,2,Incongruent,GO,0
45,4,4,1,109,1,0.88878310000018301,2,1,0.43703269999969102,2,Congruent,GO,0
46,3,1,0,122,1,1.1232043367767801,2,1,0.38952642065987703,2,Incongruent,GO,0
47,5,4,2,109,1,0.85134903677680995,1,1,0,2,Neutral,NO-GO,0
48,1,1,1,122,1,0.92040399999996203,2,1,0.64272299999993288,2,Congruent,GO,0
49,5,4,2,109,1,0.78272843677723403,2,1,0.59525860000030695,2,Neutral,GO,0
50,2,1,0,122,1,1.16823999999997,1,1,0,2,Incongruent,NO-GO,0
51,5,3,2,110,1,0.81300923677690695,2,1,0.69006513677686587,2,Neutral,GO,0
52,4,4,1,109,1,0.81110249999983386,1,1,0,2,Congruent,NO-GO,0
53,5,2,2,120,1,0.96547783677669885,1,1,0,2,Neutral,NO-GO,0
54,2,3,0,110,1,0.93611869999995201,2,1,0.38172059999988101,2,Incongruent,GO,0
55,5,4,2,109,1,0.82758430000012595,2,1,0.53692491487254301,2,Neutral,GO,0
56,1,2,0,120,1,0.93773610000016605,2,1,0.68534689999978604,2,Incongruent,GO,0
57,4,3,0,110,1,0.94215643677716798,2,1,0.67114373677668504,2,Incongruent,GO,0
58,2,2,1,120,1,0.984328199999709,2,1,0.69274619999987386,2,Congruent,GO,0
59,3,1,0,122,1,1.1498949000001599,1,1,0,2,Incongruent,NO-GO,0
60,1,2,0,120,1,0.93174773677719702,2,1,0.64834999999993703,2,Incongruent,GO,0
61,5,4,2,109,1,0.77555609999990305,1,1,0,2,Neutral,NO-GO,0
62,4,1,0,122,1,0.97431663677707603,2,1,0.58519443677641902,2,Incongruent,GO,0
63,5,3,2,110,1,0.74719433677728386,1,1,0,2,Neutral,NO-GO,0
64,3,4,0,109,1,0.991243499999655,1,1,0,2,Incongruent,NO-GO,0
65,5,2,2,120,1,0.78387673677661995,1,1,0,2,Neutral,NO-GO,0
66,4,3,0,110,1,0.84123730000010288,1,1,0,2,Incongruent,NO-GO,0
67,5,2,2,120,1,0.84192030000031104,1,1,0,2,Neutral,NO-GO,0
68,3,3,1,110,1,0.842428736777038,2,1,0.63331229999994287,2,Congruent,GO,0
69,5,4,2,109,1,0.79060829999980287,1,1,0,2,Neutral,NO-GO,0
70,1,1,1,122,1,0.77317583677677304,2,1,0.56973729999981504,2,Congruent,GO,0
71,5,3,2,110,1,0.94722219999994195,1,1,0,2,Neutral,NO-GO,0
72,1,1,1,122,1,1.14916743677668,2,1,0.53018199999996785,2,Congruent,GO,0
73,2,2,1,120,1,0.84838909999962187,2,1,0.61138803677704401,2,Congruent,GO,1
74,1,1,1,122,1,0.98138810000000398,2,1,0.55795840000018904,2,Congruent,GO,0
75,2,2,1,120,1,0.78896670000040103,1,1,0,2,Congruent,NO-GO,0
76,4,3,0,110,1,1.13077389999989,2,1,0.495272736777224,2,Incongruent,GO,0
77,5,1,2,122,1,1.0931734000000699,2,1,0.51218479999988586,2,Neutral,GO,0
78,4,4,1,109,1,0.83679250000022887,1,1,0,2,Congruent,NO-GO,0
79,3,3,1,110,1,1.03002950000018,1,1,0,2,Congruent,NO-GO,0
80,1,2,0,120,1,0.91986110000016197,2,1,0.64723119999962386,2,Incongruent,GO,0
81,4,4,1,109,1,0.766991736777072,2,1,0.64096443677681203,2,Congruent,GO,0
82,3,1,0,122,1,1.0001223367771701,2,1,0.58678389999977287,2,Incongruent,GO,0
83,5,4,2,109,1,0.75381280000010487,1,1,0,2,Neutral,NO-GO,0
84,1,1,1,122,1,0.79293570000027103,2,1,0.60148213677712203,2,Congruent,GO,0
85,5,4,2,109,1,0.78620989999990287,2,1,0.51207139999996787,2,Neutral,GO,0
86,2,1,0,122,1,1.1927604000002201,1,0,0.51302563677700186,2,Incongruent,False Alarm,0
87,5,3,2,110,1,1.0204434000002001,2,1,0.74672370000007504,2,Neutral,GO,0
88,4,4,1,109,1,0.91588603677700997,1,1,0,2,Congruent,NO-GO,0
89,5,2,2,120,1,0.75834483677681386,1,1,0,2,Neutral,NO-GO,0
90,2,3,0,110,1,0.98481443677656,2,1,0.56985703677719401,2,Incongruent,GO,0
91,5,4,2,109,1,0.66323360000024001,2,1,0.59221190000016588,2,Neutral,GO,0
92,1,2,0,120,1,0.87841249999974003,2,1,0.54275099999995302,2,Incongruent,GO,0
93,4,3,0,110,1,0.76414220000015087,2,1,0.52396009999983995,2,Incongruent,GO,0
94,2,2,1,120,1,0.74419620000025988,2,1,0.55356443677692402,2,Congruent,GO,0
95,3,1,0,122,1,1.0705522999996899,1,0,0.64004143677675485,2,Incongruent,False Alarm,0
96,1,2,0,120,1,0.84601109999994195,2,1,0.57292474710629904,2,Incongruent,GO,0
97,5,4,2,109,1,0.71660920000022088,1,1,0,2,Neutral,NO-GO,0
98,4,1,0,122,1,1.0459358367770599,2,1,0.52557803677700587,2,Incongruent,GO,0
99,5,3,2,110,1,0.86786153677712685,1,1,0,2,Neutral,NO-GO,0
100,3,4,0,109,1,0.77340649999996502,1,1,0,2,Incongruent,NO-GO,0
101,5,2,2,120,1,0.84604190000027302,1,1,0,2,Neutral,NO-GO,0
102,4,3,0,110,1,0.88553379999984805,1,1,0,2,Incongruent,NO-GO,0
103,5,2,2,120,1,0.81555570000000388,1,1,0,2,Neutral,NO-GO,0
104,3,3,1,110,1,0.72792163677695487,2,1,0.40126379999992401,2,Congruent,GO,0
105,5,4,2,109,1,0.93767959999968276,1,1,0,2,Neutral,NO-GO,0
106,1,1,1,122,1,1.2373120000002,2,1,0.53619103677692703,2,Congruent,GO,0
107,5,3,2,110,1,0.80871713677697687,1,1,0,2,Neutral,NO-GO,0
108,1,1,1,122,1,0.95380720000002805,2,1,0.61863833677671187,2,Congruent,GO,0
109,2,2,1,120,1,0.90736510000033399,2,1,0.63762660000020288,2,Congruent,GO,1
110,1,1,1,122,1,0.96180039999990197,2,1,0.56275479999976585,2,Congruent,GO,0
111,2,2,1,120,1,0.81239510000023085,1,0,0.74636994710635896,2,Congruent,False Alarm,0
112,4,3,0,110,1,1.05164109999987,2,1,0.55989839999983804,2,Incongruent,GO,0
113,5,1,2,122,1,1.0497131367769701,2,1,0.593562747106262,2,Neutral,GO,0
114,4,4,1,109,1,0.78162953677656288,1,0,0.90085613677683796,2,Congruent,False Alarm,0
115,3,3,1,110,1,0.86326133677721395,1,1,0,2,Congruent,NO-GO,0
116,1,2,0,120,1,1.0264723999998799,2,1,0.58849789999976587,2,Incongruent,GO,0
117,4,4,1,109,1,0.78294340000002205,2,1,0.68242203677709801,2,Congruent,GO,0
118,3,1,0,122,1,1.0372374000003199,2,1,0.608910357436798,2,Incongruent,GO,0
119,5,4,2,109,1,0.87173520000033,1,1,0,2,Neutral,NO-GO,0
120,1,1,1,122,1,0.99904793677660597,2,1,0.57605850000027203,2,Congruent,GO,0
121,5,4,2,109,1,0.765036536776734,2,1,0.56288943677691405,2,Neutral,GO,0
122,2,1,0,122,1,1.3491423999998899,1,0,1.94468350000034,2,Incongruent,False Alarm,0
123,5,3,2,110,1,0.80654790000016885,2,1,0.64592760000005001,2,Neutral,GO,0
124,4,4,1,109,1,0.89556140000013285,1,1,0,2,Congruent,NO-GO,0
125,5,2,2,122,0,0.86884539999982702,1,1,0,2,Neutral,NO-GO,0
126,2,3,0,110,1,0.96173603677698305,2,1,0.38205568388320887,2,Incongruent,GO,0
127,5,4,2,109,1,1.0859765367767999,2,1,0.547635010329941,2,Neutral,GO,0
128,1,2,0,120,1,0.90360060000011799,2,1,0.54309909999983585,2,Incongruent,GO,0
129,4,3,0,110,1,0.91014020000011397,2,1,0.39044530000000988,2,Incongruent,GO,0
130,2,2,1,120,1,1.30446550000033,2,1,0.48930334710667001,2,Congruent,GO,0
131,3,1,0,122,1,1.6146027367767599,1,1,0,2,Incongruent,NO-GO,0
132,1,2,0,120,1,0.91002853677673601,2,1,0.70581947355321994,2,Incongruent,GO,0
133,5,4,2,109,1,0.81557793677666302,1,1,0,2,Neutral,NO-GO,0
134,4,1,0,122,1,1.1462714999997801,2,1,0.90119503677669877,2,Incongruent,GO,0
135,5,3,2,110,1,0.72339673677697702,1,1,0,2,Neutral,NO-GO,0
136,3,4,0,109,1,0.85671370000000002,1,1,0,2,Incongruent,NO-GO,0
137,5,2,2,120,1,0.95966540000017597,1,1,0,2,Neutral,NO-GO,0
138,4,3,0,110,1,0.914018099999794,1,1,0,2,Incongruent,NO-GO,0
139,5,2,2,120,1,0.79907329999969101,1,1,0,2,Neutral,NO-GO,0
140,3,3,1,110,1,0.90682229999993103,2,1,0.66452800000024603,2,Congruent,GO,0
141,5,4,2,109,1,0.79402783677687705,1,1,0,2,Neutral,NO-GO,0
142,1,1,1,122,1,0.95679680000012002,2,1,0.64844339999990586,2,Congruent,GO,0
143,5,3,2,110,1,0.84114399999998601,1,1,0,2,Neutral,NO-GO,0
144,1,1,1,122,1,1.0238837000001699,2,1,0.56361710000010101,2,Congruent,GO,0
145,2,2,1,122,0,1.1227435000000701,2,1,0.62172470000041402,2,Congruent,GO,1
146,1,1,1,122,1,1.35633620000044,2,1,0.51530360000015185,2,Congruent,GO,0
147,2,2,1,122,0,0.92180603677661599,1,1,0,2,Congruent,NO-GO,0
148,4,3,0,110,1,1.2144238367773099,2,1,0.60281670000040288,2,Incongruent,GO,0
149,5,1,2,122,1,1.09926869999981,2,1,0.67439579999972887,2,Neutral,GO,0
150,4,4,1,109,1,0.95153693677639195,1,1,0,2,Congruent,NO-GO,0
151,3,3,1,110,1,0.80505290000019203,1,1,0,2,Congruent,NO-GO,0
152,1,2,0,120,1,0.91060709999965195,2,1,0.65816363677640788,2,Incongruent,GO,0
153,4,4,1,109,1,0.81946773677646001,2,1,0.54728439999962586,2,Congruent,GO,0
154,3,1,0,122,1,1.4380633999999199,2,1,0.37648383677697,2,Incongruent,GO,0
155,5,4,2,109,1,1.0899375000003599,1,1,0,2,Neutral,NO-GO,0
156,1,1,1,122,1,1.1054589999998801,2,1,0.579510236776969,2,Congruent,GO,0
157,5,4,2,109,1,0.69218033677680102,2,1,0.98125410000011504,2,Neutral,GO,0
158,2,1,0,122,1,1.0933536367765599,1,1,0,2,Incongruent,NO-GO,0
159,5,3,2,110,1,0.80167453677677303,2,1,0.64872444710636101,2,Neutral,GO,0
160,4,4,1,109,1,0.85907693677700103,1,1,0,2,Congruent,NO-GO,0
161,5,2,2,120,1,0.799157500000092,1,1,0,2,Neutral,NO-GO,0
162,2,3,0,110,1,0.87557993677682988,2,1,0.70056670000030885,2,Incongruent,GO,0
163,5,4,2,109,1,0.79248939999979495,2,1,0.61266440000008504,2,Neutral,GO,0
164,1,2,0,120,1,0.80811020000010103,2,1,0.58433310000009386,2,Incongruent,GO,0
165,4,3,0,110,1,0.97625083677667102,2,1,0.59376443677683688,2,Incongruent,GO,0
166,2,2,1,120,1,1.02171429999999,2,1,0.65911520000008805,2,Congruent,GO,0
167,3,1,0,122,1,1.14143469999999,1,1,0,2,Incongruent,NO-GO,0
168,1,2,0,120,1,1.0875049367769001,2,1,0.61944040000025802,2,Incongruent,GO,0
169,5,4,2,109,1,0.75897560000021302,1,1,0,2,Neutral,NO-GO,0
170,4,1,0,122,1,1.1352780367765301,2,1,0.61775488842658888,2,Incongruent,GO,0
171,5,3,2,110,1,0.94199499999967884,1,1,0,2,Neutral,NO-GO,0
172,3,4,0,109,1,0.64123449999988202,1,1,0,2,Incongruent,NO-GO,0
173,5,2,2,120,1,0.83217823677659886,1,1,0,2,Neutral,NO-GO,0
174,4,3,0,110,1,1.0862746367765801,1,1,0,2,Incongruent,NO-GO,0
175,5,2,2,120,1,0.854442236776777,1,1,0,2,Neutral,NO-GO,0
176,3,3,1,110,1,0.91655583677675201,2,1,0.78611700000010387,2,Congruent,GO,0
177,5,4,2,109,1,0.88093389999994487,1,1,0,2,Neutral,NO-GO,0
178,1,1,1,122,1,0.96208683677650675,2,1,0.71477389999972685,2,Congruent,GO,0
179,5,3,2,110,1,0.78369609999981604,1,1,0,2,Neutral,NO-GO,0
180,1,1,1,122,1,1.01160019999998,2,1,0.53462709999985203,2,Congruent,GO,0
181,2,2,1,120,1,1.08886859999984,2,1,0.53824190000068495,2,Congruent,GO,1
182,1,1,1,122,1,1.0027208367773699,2,1,0.65242469999975605,2,Congruent,GO,0
183,2,2,1,120,1,0.92857383677710503,1,1,0,2,Congruent,NO-GO,0
184,4,3,0,110,1,0.88177033677675387,2,1,0.61645630000020901,2,Incongruent,GO,0
185,5,1,2,122,1,0.92682043677632475,2,1,0.59360670000023685,2,Neutral,GO,0
186,4,4,1,109,1,0.80424039999979902,1,1,0,2,Congruent,NO-GO,0
187,3,3,1,110,1,0.79217840000001205,1,1,0,2,Congruent,NO-GO,0
188,1,2,0,120,1,1.18939659999978,2,1,0.47562057355298792,2,Incongruent,GO,0
189,4,4,1,109,1,1.07818820000011,2,1,0.58517480000045885,2,Congruent,GO,0
190,3,1,0,122,1,1.1007878999998899,2,1,0.46398419999968588,2,Incongruent,GO,0
191,5,4,2,109,1,0.75831379999999604,1,1,0,2,Neutral,NO-GO,0
192,1,1,1,122,1,0.92703863677706999,2,1,0.65224229999967087,2,Congruent,GO,0
193,5,4,2,109,1,0.70040940000035301,2,1,0.57658507355427002,2,Neutral,GO,0
194,2,1,0,122,1,0.95815483677688484,1,1,0,2,Incongruent,NO-GO,0
195,5,3,2,110,1,0.86434543677660303,2,1,0.49323610000010393,2,Neutral,GO,0
196,4,4,1,109,1,0.81845663677631786,1,1,0,2,Congruent,NO-GO,0
197,5,2,2,122,0,0.92267813677699484,1,0,0.48166684710668101,2,Neutral,False Alarm,0
198,2,3,0,110,1,1.0152336000001001,2,1,0.58473367355327388,2,Incongruent,GO,0
199,5,4,2,109,1,0.74366250000002787,2,1,0.66798811032913386,2,Neutral,GO,0
200,1,2,0,120,1,0.81419430000005388,2,1,0.56149603677658888,2,Incongruent,GO,0
201,4,3,0,110,1,0.81639269999959685,2,1,0.60622620000049188,2,Incongruent,GO,0
202,2,2,1,122,0,0.92625809999935904,2,1,0.65015494131967,2,Congruent,GO,0
203,3,1,0,122,1,1.20938303677667,1,1,0,2,Incongruent,NO-GO,0
204,1,2,0,120,1,1.3055987999996399,2,1,0.55499009999948601,2,Incongruent,GO,0
205,5,4,2,109,1,1.35706560000017,1,1,0,2,Neutral,NO-GO,0
206,4,1,0,122,1,1.4047990999997599,2,1,0.61499211032969503,2,Incongruent,GO,0
207,5,3,2,110,1,0.49361159999989501,1,1,0,2,Neutral,NO-GO,0
208,3,4,0,109,1,0.77567009999984304,1,1,0,2,Incongruent,NO-GO,0
209,5,2,2,120,1,0.86159227355437895,1,1,0,2,Neutral,NO-GO,0
210,4,3,0,110,1,0.881443299999773,1,1,0,2,Incongruent,NO-GO,0
211,5,2,2,120,1,0.90024840000023687,1,1,0,2,Neutral,NO-GO,0
212,3,3,1,110,1,0.88654270000006385,2,1,0.75462809999953595,2,Congruent,GO,0
213,5,4,2,109,1,0.78333939999993185,1,1,0,2,Neutral,NO-GO,0
214,1,1,1,122,1,0.94532563677694303,2,1,0.59140440000010086,2,Congruent,GO,0
215,5,3,2,110,1,0.88388590000067802,1,1,0,2,Neutral,NO-GO,0
216,1,1,1,110,0,0.81816183677710785,2,1,0.62609973677626785,2,Congruent,GO,0
217,2,2,1,120,1,0.88649630000054502,2,1,0.51710639999964803,2,Congruent,GO,1
218,1,1,1,122,1,1.1037791999997399,2,1,0.66127039999992088,2,Congruent,GO,0
219,2,2,1,120,1,0.96015663677735597,1,1,0,2,Congruent,NO-GO,0
220,4,3,0,110,1,0.93037739999999802,2,1,0.63906603677696705,2,Incongruent,GO,0
221,5,1,2,122,1,0.98490299999957598,2,1,0.59738070000003085,2,Neutral,GO,0
222,4,4,1,109,1,0.662939799999549,1,1,0,2,Congruent,NO-GO,0
223,3,3,1,110,1,0.74020389999987002,1,1,0,2,Congruent,NO-GO,0
224,1,2,0,120,1,0.95595219999995595,2,1,0.611163136776668,2,Incongruent,GO,0
225,4,4,1,109,1,0.83449949999976503,2,1,0.69693033677685901,2,Congruent,GO,0
226,3,1,0,122,1,0.75910969999949895,2,1,0.431825804543223,2,Incongruent,GO,0
227,5,4,2,109,1,0.82897853677695787,1,1,0,2,Neutral,NO-GO,0
228,1,1,1,122,1,0.96280973677676196,2,1,0.62662353677751503,2,Congruent,GO,0
229,5,4,2,109,1,0.65128263677615905,2,1,0.56285060000027387,2,Neutral,GO,0
230,2,1,0,122,1,0.94826320000083797,1,1,0,2,Incongruent,NO-GO,0
231,5,3,2,110,1,0.72586443677664703,2,1,0.56928539999989902,2,Neutral,GO,0
232,4,4,1,109,1,0.70301389999985986,1,1,0,2,Congruent,NO-GO,0
233,5,2,2,120,1,0.76230709999981605,1,1,0,2,Neutral,NO-GO,0
234,2,3,0,110,1,0.81605250000029605,2,1,0.58509760000015387,2,Incongruent,GO,0
235,5,4,2,109,1,0.67482829999971705,2,1,0.59484859999975004,2,Neutral,GO,0
236,1,2,0,122,0,0.84548600000016505,2,1,0.423776599999655,2,Incongruent,GO,0
237,4,3,0,110,1,0.86120679999930905,2,1,0.68028123677686403,2,Incongruent,GO,0
238,2,2,1,120,1,0.68566740000005688,2,1,0.62038279999978785,2,Congruent,GO,0
239,3,1,0,122,1,1.08239163677717,1,1,0,2,Incongruent,NO-GO,0
240,1,2,0,120,1,0.90483709999989503,2,1,0.55293299999993895,2,Incongruent,GO,0
241,5,4,2,109,1,0.72224929999993004,1,1,0,2,Neutral,NO-GO,0
242,4,1,0,122,1,1.0116908,2,1,0.61278510000010988,2,Incongruent,GO,0
243,5,3,2,110,1,0.72017219999997895,1,1,0,2,Neutral,NO-GO,0
244,3,4,0,109,1,0.79078089999984502,1,1,0,2,Incongruent,NO-GO,0
245,5,2,2,120,1,0.95936459999939006,1,1,0,2,Neutral,NO-GO,0
246,4,3,0,110,1,0.76963563677691105,1,1,0,2,Incongruent,NO-GO,0
247,5,2,2,120,1,0.80254400000012505,1,1,0,2,Neutral,NO-GO,0
248,3,3,1,110,1,0.762362499999654,2,0,0,2,Congruent,Miss,0
249,5,4,2,109,1,0.76561720000063405,1,1,0,2,Neutral,NO-GO,0
250,1,1,1,122,1,0.74453590000030101,2,1,0.658421999999518,2,Congruent,GO,0
251,5,3,2,110,1,0.82287679999990404,1,1,0,2,Neutral,NO-GO,0
252,1,1,1,122,1,0.91367503677611195,2,1,0.56872514710630595,2,Congruent,GO,0
253,2,2,1,120,1,0.86717403677721505,2,1,0.62835813677611385,2,Congruent,GO,1
254,1,1,1,122,1,1.1182636000003201,2,1,1.2427879367769501,2,Congruent,GO,0
255,2,2,1,120,1,1.05298679999942,1,1,0,2,Congruent,NO-GO,0
256,4,3,0,110,1,0.92393540000011876,2,1,0.68522769999981403,2,Incongruent,GO,0
257,5,1,2,122,1,1.0569166000004799,2,1,0.58383770000000401,2,Neutral,GO,0
258,4,4,1,109,1,0.75114500000017903,1,1,0,2,Congruent,NO-GO,0
259,3,3,1,110,1,0.74174709999988386,1,1,0,2,Congruent,NO-GO,0
260,1,2,0,120,1,0.75377120000030085,2,1,1.00632529999984,2,Incongruent,GO,0
261,4,4,1,109,1,0.84319359999972188,2,1,0.71124740000050202,2,Congruent,GO,0
262,3,1,0,122,1,1.0302359999996,2,1,0.53548570000020901,2,Incongruent,GO,0
263,5,4,2,109,1,0.70848790000036388,1,1,0,2,Neutral,NO-GO,0
