N,Word,Color,Congruency,Response,Accuracy,RT,Orientation,Accuracy2,RT2,P,Congruence,Type,Excluded
92,4,4,1,109,1,0.46834943552175901,2,1,0.49035240000011993,3,Congruent,GO,0
93,3,2,0,110,0,0.62505949999967902,2,1,0.45574933552188701,3,Incongruent,GO,0
94,5,4,2,109,1,0.47233890000006801,1,1,0,3,Neutral,NO-GO,0
95,4,3,0,110,1,0.50418159999981105,2,1,0.48695940000016003,3,Incongruent,GO,0
96,2,2,1,120,1,0.630888735521694,1,1,0,3,Congruent,NO-GO,0
97,3,3,1,110,1,0.46291713552182001,2,1,0.40416779999986802,3,Congruent,GO,0
98,2,1,0,122,1,0.70320609999998895,2,1,0.41904913552161788,3,Incongruent,GO,0
99,5,3,2,110,1,0.49643859999969192,1,1,0,3,Neutral,NO-GO,0
100,4,1,0,122,1,0.72339410000040505,2,1,0.90982369999983403,3,Incongruent,GO,0
101,2,2,1,120,1,0.46231850000003788,2,1,0.53632980000020303,3,Congruent,GO,0
102,1,1,1,122,1,0.571367500000179,2,1,0.60570330000018702,3,Congruent,GO,0
103,5,2,2,110,0,0.56714069999998185,1,1,0,3,Neutral,NO-GO,0
104,1,1,1,122,1,0.60800810000000605,1,1,0,3,Congruent,NO-GO,0
105,5,4,2,109,1,0.57755920000045102,1,1,0,3,Neutral,NO-GO,0
106,2,1,0,122,1,0.58921689999988303,1,1,0,3,Incongruent,NO-GO,0
107,5,4,2,109,1,0.50871680000000186,1,1,0,3,Neutral,NO-GO,0
108,3,1,0,122,1,0.64678800000001502,2,1,0.641728499999772,3,Incongruent,GO,0
109,5,3,2,110,1,0.53908379999984402,2,1,0.63732907760868285,3,Neutral,GO,1
110,1,2,0,120,1,0.35574403552163902,2,1,0.40103349999981203,3,Incongruent,GO,0
111,5,3,2,110,1,0.55415213552168985,1,1,0,3,Neutral,NO-GO,0
112,2,1,0,122,1,0.60301479999998286,2,1,0.60377764208715201,3,Incongruent,GO,0
113,5,4,2,109,1,0.54265229999964504,2,1,0.52927033552168701,3,Neutral,GO,0
114,3,2,0,120,1,0.65365950000023088,1,1,0,3,Incongruent,NO-GO,0
115,5,4,2,109,1,0.54781303552181304,1,1,0,3,Neutral,NO-GO,0
116,3,3,1,110,1,0.53657890000022201,2,1,0.52758930000027304,3,Congruent,GO,0
117,2,2,1,120,1,0.42180760000019302,2,1,0.39392510000016001,3,Congruent,GO,0
118,4,4,1,109,1,0.56518799999958003,2,1,0.464676699999927,3,Congruent,GO,0
119,3,3,1,110,1,0.78053580000005185,1,1,0,3,Congruent,NO-GO,0
120,4,4,1,109,1,0.46326473552153402,2,1,0.38962059999994392,3,Congruent,GO,0
121,5,1,2,122,1,0.69526980000000604,2,1,0.53967610000017885,3,Neutral,GO,0
122,1,4,0,109,1,0.57388783552187295,1,1,0,3,Incongruent,NO-GO,0
123,5,2,2,120,1,0.57207079999989185,2,1,0.63147010000011505,3,Neutral,GO,0
124,4,3,0,110,1,0.59520220000013102,1,1,0,3,Incongruent,NO-GO,0
125,5,1,2,122,1,0.55415549999997904,1,1,0,3,Neutral,NO-GO,0
126,2,2,1,120,1,0.54832930000020486,1,1,0,3,Congruent,NO-GO,0
127,1,3,0,110,1,0.62636280000015188,2,1,0.45028333552181687,3,Incongruent,GO,0
128,4,4,1,109,1,0.73633649999965201,2,1,0.60671219999994686,3,Congruent,GO,0
129,3,2,0,120,1,0.65248560000009104,2,1,0.34147717104360692,3,Incongruent,GO,0
130,5,4,2,109,1,0.60705653552167904,1,1,0,3,Neutral,NO-GO,0
131,4,3,0,110,1,0.45788670000001702,2,1,0.53778800000009086,3,Incongruent,GO,0
132,2,2,1,120,1,0.61764459999994903,1,1,0,3,Congruent,NO-GO,0
133,3,3,1,110,1,0.51797350000015285,2,1,0.62917479999987302,3,Congruent,GO,0
134,2,1,0,122,1,0.559544135521719,2,1,0.60067430000026401,3,Incongruent,GO,0
135,5,3,2,110,1,0.52315380000027301,1,1,0,3,Neutral,NO-GO,0
136,4,1,0,122,1,0.49688639999976703,2,1,0.60403810000025304,3,Incongruent,GO,0
137,2,2,1,120,1,0.43447933552170093,2,1,0.47019373552166088,3,Congruent,GO,0
138,1,1,1,122,1,0.53721439999981202,2,1,0.61847804208719004,3,Congruent,GO,0
139,5,2,2,120,1,0.33492033552192901,1,1,0,3,Neutral,NO-GO,0
140,1,1,1,122,1,0.60594330000003505,1,1,0,3,Congruent,NO-GO,0
141,5,4,2,109,1,0.546215935521559,1,1,0,3,Neutral,NO-GO,0
142,2,1,0,122,1,0.57497899999998503,1,1,0,3,Incongruent,NO-GO,0
143,5,4,2,109,1,0.51928780000025687,1,1,0,3,Neutral,NO-GO,0
144,3,1,0,122,1,0.62353743552193885,2,1,0.63932479999993985,3,Incongruent,GO,0
145,5,3,2,110,1,0.62048173552193486,2,1,0.65569953552176186,3,Neutral,GO,1
146,1,2,0,120,1,0.68750589999990586,2,1,0.57816067104340585,3,Incongruent,GO,0
147,5,3,2,110,1,0.773011700000097,1,1,0,3,Neutral,NO-GO,0
148,2,1,0,122,1,0.58397389999981886,2,1,0.513870199999928,3,Incongruent,GO,0
149,5,4,2,109,1,0.51276273552184704,2,1,0.51438250000001084,3,Neutral,GO,0
150,3,2,0,120,1,0.66573993552174204,1,1,0,3,Incongruent,NO-GO,0
151,5,4,2,109,1,0.43403259999968202,1,1,0,3,Neutral,NO-GO,0
152,3,3,1,110,1,0.54460509999989903,2,1,0.59359879074008903,3,Congruent,GO,0
153,2,2,1,120,1,0.62933920000023102,2,1,0.59886346178336702,3,Congruent,GO,0
154,4,4,1,109,1,0.55105169999978887,2,1,0.54737083552163301,3,Congruent,GO,0
155,3,3,1,110,1,0.57389030000012986,1,1,0,3,Congruent,NO-GO,0
156,4,4,1,109,1,0.497097435521482,2,1,0.62042230000042786,3,Congruent,GO,0
157,5,1,2,122,1,0.98397833552144198,2,1,0.448459335521875,3,Neutral,GO,0
158,1,4,0,109,1,0.55721540000013203,1,1,0,3,Incongruent,NO-GO,0
159,5,2,2,120,1,0.88520470000003104,2,1,0.435548532826942,3,Neutral,GO,0
160,4,3,0,110,1,0.49181540000017793,1,1,0,3,Incongruent,NO-GO,0
161,5,1,2,122,1,0.67647570000008295,1,1,0,3,Neutral,NO-GO,0
162,2,2,1,120,1,0.65409929999987104,1,1,0,3,Congruent,NO-GO,0
163,1,3,0,110,1,0.45964370000001492,2,1,0.71852959999978305,3,Incongruent,GO,0
164,4,4,1,109,1,0.69774693552199085,2,1,0.59106160000010288,3,Congruent,GO,0
165,3,2,0,120,1,0.75402463552200105,2,1,0.56753579999986004,3,Incongruent,GO,0
166,5,4,2,109,1,0.79264899999998295,1,1,0,3,Neutral,NO-GO,0
167,4,3,0,110,1,0.56827019999991502,2,1,0.60446620000038787,3,Incongruent,GO,0
168,2,2,1,120,1,0.64291503552158302,1,1,0,3,Congruent,NO-GO,0
169,3,3,1,110,1,0.53734590000021887,2,1,0.66791512626150495,3,Congruent,GO,0
170,2,1,0,122,1,0.66619973552178602,2,1,0.55082559999982605,3,Incongruent,GO,0
171,5,3,2,110,1,0.55319029999964187,1,1,0,3,Neutral,NO-GO,0
172,4,1,0,122,1,0.77682079999976905,2,1,0.57215790000009303,3,Incongruent,GO,0
173,2,2,1,120,1,0.43138670000007601,2,1,0.56809179999981985,3,Congruent,GO,0
174,1,1,1,122,1,0.58248599999979001,2,1,0.64745772626156395,3,Congruent,GO,0
175,5,2,2,120,1,0.647619500000019,1,1,0,3,Neutral,NO-GO,0
176,1,1,1,122,1,0.52015813552134205,1,1,0,3,Congruent,NO-GO,0
177,5,4,2,109,1,0.80287533552154888,1,1,0,3,Neutral,NO-GO,0
178,2,1,0,122,1,0.58457200000020804,1,1,0,3,Incongruent,NO-GO,0
179,5,4,2,109,1,0.49618870000040288,1,1,0,3,Neutral,NO-GO,0
180,3,1,0,122,1,0.63030680000019901,2,1,0.58126760000004685,3,Incongruent,GO,0
181,5,3,2,110,1,0.68992049999997085,2,1,0.55007493552147901,3,Neutral,GO,1
182,1,2,0,120,1,0.80197653552204395,2,0,0,3,Incongruent,Miss,0
183,5,3,2,110,1,0.60355723552129403,1,1,0,3,Neutral,NO-GO,0
184,2,1,0,122,1,0.72446913552175785,2,1,0.62931140000000585,3,Incongruent,GO,0
185,5,4,2,109,1,0.52029119999951901,2,1,0.75540186834859901,3,Neutral,GO,0
186,3,2,0,120,1,0.58530090000021995,1,1,0,3,Incongruent,NO-GO,0
187,5,4,2,109,1,0.43883899999946202,1,1,0,3,Neutral,NO-GO,0
188,3,3,1,110,1,0.81293959999948096,2,1,0.54204473552181287,3,Congruent,GO,0
189,2,2,1,120,1,0.63214333552150503,2,1,0.57370593552150195,3,Congruent,GO,0
190,4,4,1,109,1,0.56346759999996687,2,1,0.54855700000007401,3,Congruent,GO,0
191,3,3,1,109,0,0.56289069999957086,1,1,0,3,Congruent,NO-GO,0
192,4,4,1,109,1,0.44903309999972402,2,1,0.45553169999993792,3,Congruent,GO,0
193,5,1,2,122,1,0.61710260000018002,2,1,0.64398140000003001,3,Neutral,GO,0
194,1,4,0,109,1,0.52261580000004004,1,1,0,3,Incongruent,NO-GO,0
195,5,2,2,120,1,0.54233110000041085,2,1,0.51550830000042003,3,Neutral,GO,0
196,4,3,0,110,1,0.70510353552208505,1,0,0.44415290000006302,3,Incongruent,False Alarm,0
197,5,1,2,122,1,0.69387553552178405,1,1,0,3,Neutral,NO-GO,0
198,2,2,1,120,1,0.71411393552170888,1,1,0,3,Congruent,NO-GO,0
199,1,3,0,110,1,0.71219450000035101,2,1,0.58903849999978786,3,Incongruent,GO,0
200,4,4,1,109,1,0.60238740000022495,2,1,0.61641420000069103,3,Congruent,GO,0
201,3,2,0,120,1,0.62323293552162795,2,1,0.65288069999951404,3,Incongruent,GO,0
202,5,4,2,109,1,0.56886570000005987,1,1,0,3,Neutral,NO-GO,0
203,4,3,0,110,1,0.80463280000003601,2,1,0.637011699999675,3,Incongruent,GO,0
204,2,2,1,120,1,0.63179979999949887,1,1,0,3,Congruent,NO-GO,0
205,3,3,1,110,1,0.59405210000022601,2,1,0.42074919999959087,3,Congruent,GO,0
206,2,1,0,122,1,0.58004369999980587,2,1,0.48342203552147101,3,Incongruent,GO,0
207,5,3,2,110,1,0.67580623552203201,1,1,0,3,Neutral,NO-GO,0
208,4,1,0,122,1,0.59836439999980895,2,1,0.51239043552232,3,Incongruent,GO,0
209,2,2,1,110,0,0.55007029999978785,2,1,0.59636810000029095,3,Congruent,GO,0
210,1,1,1,122,1,0.51208480000059386,2,1,0.60483823552203786,3,Congruent,GO,0
211,5,2,2,120,1,0.69806363552197603,1,1,0,3,Neutral,NO-GO,0
212,1,1,1,122,1,0.59377110000059485,1,1,0,3,Congruent,NO-GO,0
213,5,4,2,109,1,0.761999135521364,1,1,0,3,Neutral,NO-GO,0
214,2,1,0,122,1,0.58779610000056004,1,1,0,3,Incongruent,NO-GO,0
215,5,4,2,109,1,0.46190239999941701,1,1,0,3,Neutral,NO-GO,0
216,3,1,0,122,1,0.60421490000044287,2,1,0.58689930000036805,3,Incongruent,GO,0
217,5,3,2,110,1,0.82450359999984402,2,1,0.53859577104321887,3,Neutral,GO,1
218,1,2,0,120,1,0.589784200000395,2,1,0.50083270000050095,3,Incongruent,GO,0
219,5,3,2,110,1,0.53730320000067888,1,1,0,3,Neutral,NO-GO,0
220,2,1,0,122,1,0.80635183552112688,2,1,0.58651002626083903,3,Incongruent,GO,0
221,5,4,2,109,1,0.48567710000043002,2,1,0.56719823282583104,3,Neutral,GO,0
222,3,2,0,120,1,0.82495169999947404,1,1,0,3,Incongruent,NO-GO,0
223,5,4,2,109,1,0.572676735521782,1,1,0,3,Neutral,NO-GO,0
224,3,3,1,110,1,0.68521023552148086,2,1,0.60345079999933704,3,Congruent,GO,0
225,2,2,1,120,1,0.83640250000007688,2,1,0.54417180000018595,3,Congruent,GO,0
226,4,4,1,109,1,0.52081069999985585,2,1,0.54378100000030805,3,Congruent,GO,0
227,3,3,1,110,1,0.56678043552165003,1,1,0,3,Congruent,NO-GO,0
228,4,4,1,109,1,0.48397283552185388,2,1,0.80472649999956103,3,Congruent,GO,0
229,5,1,2,120,0,0.63740723552109602,2,1,0.50100620000011986,3,Neutral,GO,0
230,1,4,0,109,1,0.764400435521566,1,1,0,3,Incongruent,NO-GO,0
231,5,2,2,120,1,0.71745373552130287,2,1,0.577432400000362,3,Neutral,GO,0
232,4,3,0,109,0,0.59776420000071095,1,1,0,3,Incongruent,NO-GO,0
233,5,1,2,122,1,0.58266913552142785,1,1,0,3,Neutral,NO-GO,0
234,2,2,1,120,1,0.70818429999962995,1,1,0,3,Congruent,NO-GO,0
235,1,3,0,110,1,0.73070289999941485,2,1,0.59482449073948385,3,Incongruent,GO,0
236,4,4,1,109,1,0.49708373552221002,2,0,0,3,Congruent,Miss,0
237,3,2,0,120,1,0.74131940000006602,2,1,0.50148830000034705,3,Incongruent,GO,0
238,5,4,2,109,1,0.66415373552172186,1,1,0,3,Neutral,NO-GO,0
239,4,3,0,110,1,0.69167829999969388,2,1,0.53107679999993695,3,Incongruent,GO,0
240,2,2,1,120,1,0.739584900000409,1,1,0,3,Congruent,NO-GO,0
241,3,3,1,110,1,0.58850270000038984,2,1,0.40450899999996193,3,Congruent,GO,0
242,2,1,0,122,1,0.60427590000017495,2,1,0.41470399999980101,3,Incongruent,GO,0
243,5,3,2,110,1,0.62132123552146401,1,1,0,3,Neutral,NO-GO,0
244,4,1,0,122,1,0.54824610000014184,2,1,0.574125735522102,3,Incongruent,GO,0
245,2,2,1,120,1,0.57906199999979402,2,1,0.57052283552184202,3,Congruent,GO,0
246,1,1,1,122,1,0.51430180000079395,2,1,0.63836199999968801,3,Congruent,GO,0
247,5,2,2,120,1,0.471361500000057,1,1,0,3,Neutral,NO-GO,0
248,1,1,1,122,1,0.55039419999957295,1,1,0,3,Congruent,NO-GO,0
249,5,4,2,120,0,0.67170469999928195,1,1,0,3,Neutral,NO-GO,0
250,2,1,0,122,1,0.51009639999938405,1,1,0,3,Incongruent,NO-GO,0
251,5,4,2,109,1,0.46922190000077502,1,1,0,3,Neutral,NO-GO,0
252,3,1,0,122,1,0.71584033552244386,2,1,0.62592399999994086,3,Incongruent,GO,0
253,5,3,2,110,1,0.63517980000051488,2,1,0.42047520000050992,3,Neutral,GO,1
254,1,2,0,122,0,0.58406490000015787,2,1,0.64975919999960785,3,Incongruent,GO,0
255,5,3,2,109,0,0.46779539999988601,1,1,0,3,Neutral,NO-GO,0
256,2,1,0,122,1,1.26025109999955,2,1,0.42214849999982101,3,Incongruent,GO,0
257,5,4,2,109,1,0.71113889999924085,2,1,0.57231429999956185,3,Neutral,GO,0
258,3,2,0,120,1,0.73785439999937785,1,1,0,3,Incongruent,NO-GO,0
259,5,4,2,109,1,0.816543199999614,1,1,0,3,Neutral,NO-GO,0
260,3,3,1,110,1,0.58798389999992695,2,1,0.70861449999938486,3,Congruent,GO,0
261,2,2,1,120,1,0.65196340000056785,2,1,0.47130590656524901,3,Congruent,GO,0
262,4,4,1,109,1,0.77814459999990504,2,1,0.55665789999966386,3,Congruent,GO,0
263,3,3,1,110,1,0.56302053552190101,1,1,0,3,Congruent,NO-GO,0
264,4,4,1,109,1,0.45946800000001492,2,1,0.47546169999986893,3,Congruent,GO,0
265,5,1,2,122,1,0.68173833552100405,2,1,0.73494010000013088,3,Neutral,GO,0
266,1,4,0,109,1,0.76219213552121801,1,1,0,3,Incongruent,NO-GO,0
267,5,2,2,120,1,0.66182623552231201,2,1,0.63262029999987102,3,Neutral,GO,0
268,4,3,0,110,1,0.67072749999988501,1,1,0,3,Incongruent,NO-GO,0
269,5,1,2,122,1,0.73768943552204302,1,1,0,3,Neutral,NO-GO,0
270,2,2,1,120,1,0.62661163552183985,1,1,0,3,Congruent,NO-GO,0
271,1,3,0,110,1,0.66318287104422802,2,1,0.90054820000022995,3,Incongruent,GO,0
272,4,4,1,109,1,0.86499550000007686,2,1,0.60106100000030005,3,Congruent,GO,0
273,3,2,0,120,1,0.77516419999938102,2,1,0.59797000000071387,3,Incongruent,GO,0
274,5,4,2,109,1,0.59340413552126903,1,1,0,3,Neutral,NO-GO,0
275,4,3,0,110,1,0.63278593552240603,2,1,0.93986853552178196,3,Incongruent,GO,0
276,2,2,1,120,1,0.69179713552148303,1,1,0,3,Congruent,NO-GO,0
277,3,3,1,110,1,0.52178150000054302,2,1,0.53841849999935187,3,Congruent,GO,0
278,2,1,0,122,1,0.49511083552169988,2,1,0.58631570000034094,3,Incongruent,GO,0
279,5,3,2,110,1,0.65623489999961804,1,1,0,3,Neutral,NO-GO,0
280,4,1,0,122,1,0.608567335521911,2,1,0.59919009999976003,3,Incongruent,GO,0
281,2,2,1,120,1,0.75834103552097087,2,1,0.62013333552204086,3,Congruent,GO,0
282,1,1,1,122,1,0.63726939999924104,2,1,0.59417823552121285,3,Congruent,GO,0
283,5,2,2,120,1,0.60804129999996803,1,1,0,3,Neutral,NO-GO,0
284,1,1,1,122,1,0.49457983552201801,1,1,0,3,Congruent,NO-GO,0
285,5,4,2,109,1,0.50728193552185985,1,1,0,3,Neutral,NO-GO,0
286,2,1,0,122,1,0.52750649999961785,1,1,0,3,Incongruent,NO-GO,0
287,5,4,2,109,1,0.508919599999899,1,1,0,3,Neutral,NO-GO,0
288,3,1,0,122,1,0.50023079999937203,2,1,0.831975135521134,3,Incongruent,GO,0
289,5,3,2,110,1,0.77616543552176187,2,1,0.68282966178321702,3,Neutral,GO,1
290,1,2,0,120,1,0.91961523552163305,2,1,0.68400619073963786,3,Incongruent,GO,0
291,5,3,2,110,1,0.64522060000035686,1,1,0,3,Neutral,NO-GO,0
292,2,1,0,122,1,0.97143433552173475,2,1,0.71457563552121395,3,Incongruent,GO,0
293,5,4,2,109,1,0.59500729999945201,2,1,0.57738059999974201,3,Neutral,GO,0
294,3,2,0,120,1,0.66022803552186804,1,1,0,3,Incongruent,NO-GO,0
295,5,4,2,109,1,0.72178369999983305,1,1,0,3,Neutral,NO-GO,0
296,3,3,1,110,1,0.56091910000031886,2,1,0.64922373552144585,3,Congruent,GO,0
297,2,2,1,120,1,0.682936799999879,2,1,0.44031903282575502,3,Congruent,GO,0
298,4,4,1,109,1,0.58769703552116004,2,0,0,3,Congruent,Miss,0
299,3,3,1,110,1,0.61271820000001787,1,1,0,3,Congruent,NO-GO,0
300,4,4,1,109,1,0.50910169999951904,2,1,0.96231989999978396,3,Congruent,GO,0
301,5,1,2,122,1,0.637975899999219,2,1,0.60006562626040305,3,Neutral,GO,0
302,1,4,0,109,1,0.93348793552195275,1,1,0,3,Incongruent,NO-GO,0
303,5,2,2,120,1,0.61213213552127888,2,1,0.61332163552197005,3,Neutral,GO,0
304,4,3,0,110,1,0.90134729999954277,1,1,0,3,Incongruent,NO-GO,0
305,5,1,2,122,1,0.57251050000013504,1,1,0,3,Neutral,NO-GO,0
306,2,2,1,120,1,0.53386330000012105,1,1,0,3,Congruent,NO-GO,0
307,1,3,0,110,1,0.78518799999983502,2,1,0.65599120000024402,3,Incongruent,GO,0
308,4,4,1,109,1,0.63290503552161703,2,1,0.58361640000020987,3,Congruent,GO,0
309,3,2,0,120,1,0.64930863552126505,2,1,0.63494999999966195,3,Incongruent,GO,0
310,5,4,2,109,1,0.65294247104429803,1,1,0,3,Neutral,NO-GO,0
311,4,3,0,110,1,0.57823209999969605,2,1,0.74989980000009404,3,Incongruent,GO,0
312,2,2,1,120,1,0.53869670000040104,1,1,0,3,Congruent,NO-GO,0
313,3,3,1,110,1,0.53447440000036295,2,1,0.54441570000017203,3,Congruent,GO,0
314,2,1,0,122,1,0.77824229999987404,2,1,0.63965209999969386,3,Incongruent,GO,0
315,5,3,2,110,1,0.56337613552204902,1,1,0,3,Neutral,NO-GO,0
316,4,1,0,122,1,0.78926043552110103,2,1,0.59476919999997302,3,Incongruent,GO,0
317,2,2,1,120,1,0.60672749999957887,2,1,0.65647652626103103,3,Congruent,GO,0
318,1,1,1,122,1,0.51243473552131003,2,1,0.45566973552104201,3,Congruent,GO,0
319,5,2,2,120,1,0.64514003552176302,1,1,0,3,Neutral,NO-GO,0
320,1,1,1,122,1,0.78941240000040103,1,1,0,3,Congruent,NO-GO,0
321,5,4,2,109,1,0.64170770000055188,1,1,0,3,Neutral,NO-GO,0
322,2,1,0,122,1,0.58375330000035286,1,1,0,3,Incongruent,NO-GO,0
323,5,4,2,109,1,0.920168699999522,1,1,0,3,Neutral,NO-GO,0
324,3,1,0,122,1,0.57335353552207402,2,1,0.52316853552201803,3,Incongruent,GO,0
325,5,3,2,110,1,0.63900383552208995,2,1,0.58652654208708588,3,Neutral,GO,1
326,1,2,0,122,0,0.58143139999992888,2,1,0.61406879999958586,3,Incongruent,GO,0
327,5,3,2,109,0,0.54470543552179185,1,1,0,3,Neutral,NO-GO,0
328,2,1,0,122,1,0.70087229999990086,2,1,0.556738600000244,3,Incongruent,GO,0
329,5,4,2,109,1,0.57553350000034686,2,1,0.54709213552178004,3,Neutral,GO,0
330,3,2,0,120,1,0.91953069999999604,1,1,0,3,Incongruent,NO-GO,0
331,5,4,2,109,1,0.54908929999964995,1,1,0,3,Neutral,NO-GO,0
332,3,3,1,110,1,0.56417000000055895,2,1,0.50573500000064087,3,Congruent,GO,0
333,2,2,1,120,1,0.60222463552236205,2,1,0.55467749073977801,3,Congruent,GO,0
334,4,4,1,109,1,0.46240103552099793,2,1,0.57789953552219187,3,Congruent,GO,0
335,3,3,1,110,1,0.51708140000027902,1,1,0,3,Congruent,NO-GO,0
336,4,4,1,109,1,0.500488835521537,2,1,0.53997629999957986,3,Congruent,GO,0
337,5,1,2,122,1,0.70029533552224188,2,1,0.72795199999927696,3,Neutral,GO,0
338,1,4,0,110,0,0.68644310000036102,1,1,0,3,Incongruent,NO-GO,0
339,5,2,2,120,1,0.85566893552186185,2,1,0.44982869999967101,3,Neutral,GO,0
340,4,3,0,110,1,0.63311229999999286,1,1,0,3,Incongruent,NO-GO,0
341,5,1,2,122,1,0.85053479999987802,1,1,0,3,Neutral,NO-GO,0
342,2,2,1,120,1,0.65483493552164895,1,1,0,3,Congruent,NO-GO,0
343,1,3,0,110,1,0.82237100000020302,2,0,0,3,Incongruent,Miss,0
344,4,4,1,109,1,0.66346369999973787,2,1,0.50753843552229205,3,Congruent,GO,0
345,3,2,0,120,1,0.64399709999997901,2,1,0.445611500000268,3,Incongruent,GO,0
346,5,4,2,109,1,0.56949119999990205,1,1,0,3,Neutral,NO-GO,0
347,4,3,0,110,1,0.71757523552150804,2,1,0.57267529999990086,3,Incongruent,GO,0
348,2,2,1,120,1,0.752739000000474,1,1,0,3,Congruent,NO-GO,0
349,3,3,1,110,1,0.73300509999990004,2,1,0.54469789999984586,3,Congruent,GO,0
350,2,1,0,122,1,0.76002040000003002,2,1,0.58657029999994903,3,Incongruent,GO,0
351,5,3,2,110,1,0.57428299999992305,1,1,0,3,Neutral,NO-GO,0
352,4,1,0,122,1,0.79810263552189986,2,1,0.57597063552202588,3,Incongruent,GO,0
353,2,2,1,120,1,0.788873100000274,2,1,0.60950330000014186,3,Congruent,GO,0
354,1,1,1,122,1,0.52429883552122203,2,1,0.57189179999932105,3,Congruent,GO,0
355,5,2,2,120,1,0.74048833552115001,1,1,0,3,Neutral,NO-GO,0
356,1,1,1,122,1,0.93286273552166676,1,1,0,3,Congruent,NO-GO,0
357,5,4,2,109,1,0.51443590000053485,1,1,0,3,Neutral,NO-GO,0
358,2,1,0,122,1,0.613929300000564,1,1,0,3,Incongruent,NO-GO,0
359,5,4,2,109,1,0.48479680000036801,1,1,0,3,Neutral,NO-GO,0
360,3,1,0,122,1,0.62060103552175905,2,1,1.0411349000005401,3,Incongruent,GO,0
1,3,3,1,110,1,0.57291329999861795,2,1,0,4,Congruent,NO-GO,1
2,1,4,0,109,1,0.57669673779310004,2,1,0,4,Incongruent,NO-GO,0
3,2,2,1,120,1,0.53911230000085186,1,1,0.61204429999998,4,Congruent,GO,0
4,4,4,1,109,1,0.56357520000165084,2,1,0,4,Congruent,NO-GO,0
5,5,3,2,110,1,0.67733290000251201,2,1,0,4,Neutral,NO-GO,0
6,1,1,1,122,1,0.55047760000161405,1,1,0.53708553779506485,4,Congruent,GO,0
7,5,2,2,120,1,0.51256380000268087,1,1,0.67203320000044187,4,Neutral,GO,0
8,3,3,1,110,1,0.54817363779147887,2,1,0,4,Congruent,NO-GO,0
9,4,4,1,109,1,0.53836123779183287,2,1,0,4,Congruent,NO-GO,0
10,3,2,0,120,1,0.78063833779378888,2,1,0,4,Incongruent,NO-GO,0
11,1,1,1,122,1,0.57616523779142903,1,1,0.52386473779188203,4,Congruent,GO,0
12,4,4,1,109,1,0.49734399999943002,1,1,0.522646840152447,4,Congruent,GO,0
13,3,1,0,122,1,1.59633473779104,1,1,0.55716400000164901,4,Incongruent,GO,0
14,5,4,2,109,1,0.41421640000044102,2,1,0,4,Neutral,NO-GO,0
15,4,1,0,122,1,0.66705659999934086,2,1,0,4,Incongruent,NO-GO,0
16,3,3,1,120,0,0.55290633779077303,1,1,0.59246530000018505,4,Congruent,GO,0
17,2,4,0,109,1,0.56309619999956295,1,1,0.66142500000205495,4,Incongruent,GO,0
18,3,3,1,110,1,0.63387943779525802,1,1,0.61055253779341001,4,Congruent,GO,0
19,5,4,2,109,1,0.52807039999970595,2,1,0,4,Neutral,NO-GO,0
20,4,1,0,122,1,0.441442499999539,1,1,0.93544231338091799,4,Incongruent,GO,0
21,5,2,2,120,1,0.40934743779143901,1,1,0.58599049999975295,4,Neutral,GO,0
22,4,3,0,110,1,0.58270563778933104,2,1,0,4,Incongruent,NO-GO,0
23,1,2,0,120,1,0.824617637790652,1,1,0.69768800000019804,4,Incongruent,GO,0
24,5,3,2,110,1,0.73900000000139687,2,1,0,4,Neutral,NO-GO,0
25,5,2,2,120,1,0.69625050000104205,1,1,0.69389633779064785,4,Neutral,GO,0
26,1,3,0,110,1,1.10811349999858,1,1,0.58911629999784088,4,Incongruent,GO,0
27,5,4,2,109,1,0.594181300002674,1,1,0.70717221338054503,4,Neutral,GO,0
28,4,2,0,120,1,0.61472860000139895,1,1,0.46874383779504603,4,Incongruent,GO,0
29,5,1,2,122,1,0.56104070000219486,1,1,0.52524170000106085,4,Neutral,GO,0
30,2,4,0,109,1,0.47571059999972892,1,1,0.54978570000093885,4,Incongruent,GO,0
31,5,3,2,110,1,0.57253050000144901,1,1,0.46184540000103902,4,Neutral,GO,0
32,4,1,0,122,1,0.576743300000089,1,1,0.51909373779199086,4,Incongruent,GO,0
33,2,2,1,120,1,0.57092363779156585,1,1,0.52942179132151101,4,Congruent,GO,0
34,5,1,2,122,1,0.43319970000084101,1,1,0.44014429999879201,4,Neutral,GO,0
35,2,2,1,120,1,0.59498633779367105,1,1,0.368181600002572,4,Congruent,GO,0
36,5,1,2,122,1,0.80466200000228105,1,1,0.51995703779175495,4,Neutral,GO,0
37,3,3,1,110,1,0.64171473779424604,2,0,0.28244559999802687,4,Congruent,False Alarm,1
38,1,4,0,109,1,0.79113239999787788,2,1,0,4,Incongruent,NO-GO,0
39,2,2,1,120,1,0.72599009999976305,1,1,0.56265813779464202,4,Congruent,GO,0
40,4,4,1,109,1,0.565690899999026,2,1,0,4,Congruent,NO-GO,0
41,5,3,2,110,1,0.71227399999770602,2,1,0,4,Neutral,NO-GO,0
42,1,1,1,122,1,0.60741849999976705,1,1,0.67671111338131595,4,Congruent,GO,0
43,5,2,2,120,1,0.68936960000064595,1,1,0.86750939999910803,4,Neutral,GO,0
44,3,3,1,110,1,0.54933370000071602,2,1,0,4,Congruent,NO-GO,0
45,4,4,1,109,1,0.50462129999868888,2,1,0,4,Congruent,NO-GO,0
